gid,terrai_cod,terrai_nom,etnia_nome,municipio_,uf_sigla,superficie,fase_ti,modalidade,reestudo_t,cr,faixa_fron,undadm_cod,undadm_nom,undadm_sig,dominio_un,data_atual,epsg,PROCESSO,NUMERO,ANO,AREA_HA,ID,FASE,ULT_EVENTO,NOME,SUBS,USO,UF,DSProcesso
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",852620/1994,"852620","1994",24.05000000,{E7AAFFAF-142A-4D34-934B-5D6903CB30F5},REQUERIMENTO DE LAVRA GARIMPEIRA,1352 - DISPONIB/TORNA S/EFEITO DISPONIB ART 26-ÁREA REQ PLG PUBL EM 17/04/2017,Francisco Félix Pereira,OURO,Demais substâncias,PA,852.620/1994
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850334/2016,"850334","2016",591.16000000,{9D7F046E-9DC0-4E9B-B544-7DFFA2040041},REQUERIMENTO DE PESQUISA,122 - REQ PESQ/INDEFERIMENTO P/NÃO CUMPRIMENTO DE EXIGÊNCIA PUBL EM 10/02/2017,JOSIMAR DA ROCHA PEREIRA,MINÉRIO DE OURO,Industrial,PA,850.334/2016
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850861/2016,"850861","2016",0.02000000,{AE8131DF-C8F2-4BCA-BC48-34D39877AEA9},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO REQUERIMENTO PLG PUBL EM 04/11/2021,Cooperativa de Pequenos Mineradores de Ouro e Pedras Preciosas de Alta Floresta,MINÉRIO DE OURO,Industrial,PA,850.861/2016
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",852614/1994,"852614","1994",29.13000000,{AD165C4A-B956-4EBC-95D3-3BB130D69D3B},REQUERIMENTO DE LAVRA GARIMPEIRA,1352 - DISPONIB/TORNA S/EFEITO DISPONIB ART 26-ÁREA REQ PLG PUBL EM 17/04/2017,Francisco Félix Pereira,OURO,Demais substâncias,PA,852.614/1994
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",851451/2020,"851451","2020",117.76000000,{8AD1E691-8660-4D61-A85B-364C6A504C8E},REQUERIMENTO DE LAVRA GARIMPEIRA,348 - REQ PLG/CUMPRIMENTO EXIGÊNCIA PROTOC EM 17/01/2025,COOPA COOPERATIVA MISTA DE EXP. MIN. AGROP. E COLONIZADORA DE PATROCINIO LTDA,MINÉRIO DE OURO,Industrial,PA,851.451/2020
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850722/2024,"850722","2024",2538.92000000,{96DC7756-2851-46B8-839A-DFCFD64FBFE0},REQUERIMENTO DE PESQUISA,131 - REQ PESQ/EXIGÊNCIA PUBL EM 29/05/2025,NOVO SECULO MINERACAO LTDA,MINÉRIO DE OURO,Industrial,PA,850.722/2024
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850440/2007,"850440","2007",1280.47000000,{4C5F1910-57C5-4637-8AD0-BEC1D4A20E52},AUTORIZAÇÃO DE PESQUISA,662 - NOTIFICAÇÃO ADM PGTO DÉBITO MULTA PUBL EM 11/04/2017,FIRMINO NETO CASTRO LIRA,MINÉRIO DE OURO,Industrial,PA,850.440/2007
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850771/2011,"850771","2011",7980.21000000,{AEE9CDC7-26D2-486D-B484-9AA4156C92CA},AUTORIZAÇÃO DE PESQUISA,662 - NOTIFICAÇÃO ADM PGTO DÉBITO MULTA PUBL EM 05/10/2016,Mineração Gold do Água Azul,MINÉRIO DE OURO,Industrial,PA,850.771/2011
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850126/2016,"850126","2016",44.47000000,{402F1094-72DF-427B-BADA-8A19F24C7A0B},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO REQUERIMENTO PLG PUBL EM 14/08/2019,JOSIMAR DA ROCHA PEREIRA,MINÉRIO DE OURO,Industrial,PA,850.126/2016
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",851723/2013,"851723","2013",22.15000000,{580BC78C-AC62-4CD7-8BF5-E4D1DB38DF85},REQUERIMENTO DE LAVRA GARIMPEIRA,793 - REQ PLG/DOCUMENTO DIVERSO PROTOC EM 14/10/2013,Rogério da Silva Hirata,MINÉRIO DE OURO,Industrial,PA,851.723/2013
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",851265/2011,"851265","2011",43.93000000,{E1E2F26F-E6C3-451E-BAB0-C63796F700EE},REQUERIMENTO DE PESQUISA,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 25/11/2014,RIO GRANDE MINERACAO S.A,MINÉRIO DE OURO,Industrial,PA,851.265/2011
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",851796/1993,"851796","1993",12.21000000,{3B9F35AE-1EBB-4E3F-8D06-3780DC450ADD},REQUERIMENTO DE PESQUISA,131 - REQ PESQ/EXIGÊNCIA PUBL EM 11/11/2020,JUAREZ CHAVES DA SILVA,MINÉRIO DE OURO,Demais substâncias,PA,851.796/1993
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",851265/2011,"851265","2011",19.44000000,{DB9006C0-3AF5-4C5C-9961-311D4CEE1BEB},REQUERIMENTO DE PESQUISA,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 25/11/2014,RIO GRANDE MINERACAO S.A,MINÉRIO DE OURO,Industrial,PA,851.265/2011
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850345/2015,"850345","2015",1374.02000000,{6DACE07D-C7E9-4ED6-8DFE-4982AC4B4B9A},AUTORIZAÇÃO DE PESQUISA,662 - NOTIFICAÇÃO ADM PGTO DÉBITO MULTA PUBL EM 20/08/2018,Antonio de Sousa Pereira,MINÉRIO DE OURO,Industrial,PA,850.345/2015
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",852610/1994,"852610","1994",11.92000000,{42770256-82C4-4F92-9808-40D2230EBB94},REQUERIMENTO DE LAVRA GARIMPEIRA,1352 - DISPONIB/TORNA S/EFEITO DISPONIB ART 26-ÁREA REQ PLG PUBL EM 17/04/2017,Francisco Félix Pereira,OURO,Demais substâncias,PA,852.610/1994
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",851796/1993,"851796","1993",32.22000000,{E95CBCB6-A087-4E14-9058-FB0EEA9EB35B},REQUERIMENTO DE PESQUISA,131 - REQ PESQ/EXIGÊNCIA PUBL EM 11/11/2020,JUAREZ CHAVES DA SILVA,MINÉRIO DE OURO,Demais substâncias,PA,851.796/1993
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850500/2021,"850500","2021",2113.09000000,{30B9C49A-6055-448B-AE93-693AC9F536FF},REQUERIMENTO DE LAVRA GARIMPEIRA,613 - REQ PLG/DESISTÊNCIA REQUERIMENTO PLG HOMOLOGADA PUBL EM 22/11/2024,COOPERATIVA DE GARIMPEIROS E MINERADORES SUSTENTA,CASSITERITA,Industrial,PA,850.500/2021
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850558/2016,"850558","2016",4289.78000000,{549E2A70-61C1-45E3-BBFE-6347AC52DA3C},AUTORIZAÇÃO DE PESQUISA,662 - NOTIFICAÇÃO ADM PGTO DÉBITO MULTA PUBL EM 01/12/2021,Samiton Fernando Marinho,MINÉRIO DE OURO,Industrial,PA,850.558/2016
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",851451/2020,"851451","2020",2.12000000,{8098EDDA-9D34-4EDC-B65E-7C85618B552D},REQUERIMENTO DE LAVRA GARIMPEIRA,348 - REQ PLG/CUMPRIMENTO EXIGÊNCIA PROTOC EM 17/01/2025,COOPA COOPERATIVA MISTA DE EXP. MIN. AGROP. E COLONIZADORA DE PATROCINIO LTDA,MINÉRIO DE OURO,Industrial,PA,851.451/2020
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850861/2016,"850861","2016",0.03000000,{0CCBCEFD-DA3D-4B6C-9A9D-A351B874332B},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO REQUERIMENTO PLG PUBL EM 04/11/2021,Cooperativa de Pequenos Mineradores de Ouro e Pedras Preciosas de Alta Floresta,MINÉRIO DE OURO,Industrial,PA,850.861/2016
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",750199/1996,"750199","1996",6460.06000000,{F4F5684D-9A55-4F8D-9423-B12C027CE3B8},DISPONIBILIDADE,1871 - DISPONIB/INDEF NÃO CUMPR DE INTIMAÇÃO ART 44/PORT268 PUBL EM 06/04/2016,HOMESTAKE DO BRASIL SA,OURO,Demais substâncias,AM,750.199/1996
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850448/2019,"850448","2019",23.44000000,{6CE35C72-944F-4287-9DB9-D5EF1E3DC161},REQUERIMENTO DE LAVRA GARIMPEIRA,333 - REQ PLG/REQUERIMENTO LAVRA GARIMPEIRA PROTOC EM 27/06/2019,COOPERATIVA DE TRABALHO DE MINERADORES E GARIMPEI,MINÉRIO DE OURO,Industrial,PA,850.448/2019
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850448/2019,"850448","2019",0.23000000,{237FCB84-5B8B-4628-932E-971F90328BB5},REQUERIMENTO DE LAVRA GARIMPEIRA,333 - REQ PLG/REQUERIMENTO LAVRA GARIMPEIRA PROTOC EM 27/06/2019,COOPERATIVA DE TRABALHO DE MINERADORES E GARIMPEI,MINÉRIO DE OURO,Industrial,PA,850.448/2019
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",750207/1996,"750207","1996",311.48000000,{F571C01E-9193-4922-9336-D3849A28FD2D},REQUERIMENTO DE PESQUISA,100 - REQ PESQ/REQUERIMENTO PESQUISA PROTOC EM 13/09/1996,HOMESTAKE DO BRASIL SA,OURO,Demais substâncias,PA,750.207/1996
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",852603/1994,"852603","1994",30.18000000,{6E3F6437-BFCE-4336-B369-C0F9CA00FA21},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO REQUERIMENTO PLG PUBL EM 26/09/2018,Francisco Félix Pereira,OURO,Demais substâncias,PA,852.603/1994
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",880416/1994,"880416","1994",5139.16000000,{33E5897E-59B1-40E6-9ECF-2003C81871DD},REQUERIMENTO DE PESQUISA,111 - REQ PESQ/CONSULTA FUNAI ENCAMINHADA EM 02/04/2001,Aurobrás Mineração S A,OURO,Demais substâncias,AM,880.416/1994
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",852609/1994,"852609","1994",48.98000000,{B17AD102-291C-48C3-BD55-A46C3FFAE43E},REQUERIMENTO DE LAVRA GARIMPEIRA,1352 - DISPONIB/TORNA S/EFEITO DISPONIB ART 26-ÁREA REQ PLG PUBL EM 17/04/2017,Francisco Félix Pereira,OURO,Demais substâncias,PA,852.609/1994
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850409/2015,"850409","2015",48.34000000,{BD62D34C-ECD3-477D-BFB4-F5AB2BE1616D},REQUERIMENTO DE LAVRA GARIMPEIRA,2111 - REQ PLG/PROTOCOLO ÓRGÃO AMBIENTAL PROTOC EM 15/02/2016,Antonio de Sousa Pereira,MINÉRIO DE OURO,Industrial,PA,850.409/2015
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",851804/1993,"851804","1993",88.59000000,{F2C8E93A-C128-49A7-AB50-8A1DD8C1B8C4},REQUERIMENTO DE PESQUISA,131 - REQ PESQ/EXIGÊNCIA PUBL EM 03/08/2021,JUAREZ CHAVES DA SILVA,MINÉRIO DE OURO,Demais substâncias,PA,851.804/1993
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850861/2016,"850861","2016",6.83000000,{D084B8AD-D15D-4FF6-98C7-EA48B4E87BA8},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO REQUERIMENTO PLG PUBL EM 04/11/2021,Cooperativa de Pequenos Mineradores de Ouro e Pedras Preciosas de Alta Floresta,MINÉRIO DE OURO,Industrial,PA,850.861/2016
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",880305/2010,"880305","2010",51.36000000,{861B85FE-EC65-45F9-9A89-50EEA71E0E66},REQUERIMENTO DE PESQUISA,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 15/06/2018,Siderita Minérios Metalúrgicos do Nordeste Ltda Me,MINÉRIO DE OURO,Industrial,AM,880.305/2010
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",851800/1993,"851800","1993",4.21000000,{79EE5D61-742A-4F37-B974-AB51E8C1E9B3},REQUERIMENTO DE PESQUISA,131 - REQ PESQ/EXIGÊNCIA PUBL EM 20/11/2020,JUAREZ CHAVES DA SILVA,MINÉRIO DE OURO,Demais substâncias,PA,851.800/1993
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",851800/1993,"851800","1993",51.25000000,{0DEDE116-06E4-438D-9EC1-629A55207B3B},REQUERIMENTO DE PESQUISA,131 - REQ PESQ/EXIGÊNCIA PUBL EM 20/11/2020,JUAREZ CHAVES DA SILVA,MINÉRIO DE OURO,Demais substâncias,PA,851.800/1993
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850051/1985,"850051","1985",3962.33000000,{0BFFA727-2D34-4F4B-B31D-75AC828350BE},DISPONIBILIDADE,122 - REQ PESQ/INDEFERIMENTO P/NÃO CUMPRIMENTO DE EXIGÊNCIA PUBL EM 30/04/2024,MINERAÇÃO CINAMOMO LTDA,CASSITERITA,Demais substâncias,PA,850.051/1985
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",851804/1993,"851804","1993",10.96000000,{9851B5A0-9F27-40CC-BACA-868AF082020F},REQUERIMENTO DE PESQUISA,131 - REQ PESQ/EXIGÊNCIA PUBL EM 03/08/2021,JUAREZ CHAVES DA SILVA,MINÉRIO DE OURO,Demais substâncias,PA,851.804/1993
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850448/2019,"850448","2019",0.10000000,{A3A57D27-9D38-4966-BC3C-4A3C2EB7D154},REQUERIMENTO DE LAVRA GARIMPEIRA,333 - REQ PLG/REQUERIMENTO LAVRA GARIMPEIRA PROTOC EM 27/06/2019,COOPERATIVA DE TRABALHO DE MINERADORES E GARIMPEI,MINÉRIO DE OURO,Industrial,PA,850.448/2019
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850861/2016,"850861","2016",0.00000000,{E53E1349-1475-4F8A-9A28-C0DECA99C36D},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO REQUERIMENTO PLG PUBL EM 04/11/2021,Cooperativa de Pequenos Mineradores de Ouro e Pedras Preciosas de Alta Floresta,MINÉRIO DE OURO,Industrial,PA,850.861/2016
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",851796/1993,"851796","1993",1.93000000,{DAD2163B-5E20-49B7-978E-42C0836E1A65},REQUERIMENTO DE PESQUISA,131 - REQ PESQ/EXIGÊNCIA PUBL EM 11/11/2020,JUAREZ CHAVES DA SILVA,MINÉRIO DE OURO,Demais substâncias,PA,851.796/1993
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850587/1989,"850587","1989",459.58000000,{F4B6A363-4241-44D8-A6B3-87268020A6A6},REQUERIMENTO DE PESQUISA,122 - REQ PESQ/INDEFERIMENTO P/NÃO CUMPRIMENTO DE EXIGÊNCIA PUBL EM 04/02/2025,SEBASTIÃO LOPES PIMENTA,OURO,Demais substâncias,PA,850.587/1989
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850588/1989,"850588","1989",691.24000000,{B6E9FEC7-97E7-47C5-94CC-4BC6E7CFFC45},REQUERIMENTO DE PESQUISA,122 - REQ PESQ/INDEFERIMENTO P/NÃO CUMPRIMENTO DE EXIGÊNCIA PUBL EM 04/02/2025,SEBASTIÃO LOPES PIMENTA,OURO,Demais substâncias,PA,850.588/1989
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",851804/1993,"851804","1993",4.33000000,{72D045CC-3C68-4E2A-946C-7E82F8F1CB2F},REQUERIMENTO DE PESQUISA,131 - REQ PESQ/EXIGÊNCIA PUBL EM 03/08/2021,JUAREZ CHAVES DA SILVA,MINÉRIO DE OURO,Demais substâncias,PA,851.804/1993
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",852606/1994,"852606","1994",5.51000000,{117265F9-12BF-491F-ABCA-CE158D28914A},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO REQUERIMENTO PLG PUBL EM 19/03/2013,Francisco Félix Pereira,OURO,Demais substâncias,PA,852.606/1994
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",852608/1994,"852608","1994",4.50000000,{6A61E919-1052-405E-972E-8846EB71643A},DISPONIBILIDADE,1352 - DISPONIB/TORNA S/EFEITO DISPONIB ART 26-ÁREA REQ PLG PUBL EM 17/04/2017,Francisco Félix Pereira,OURO,Demais substâncias,PA,852.608/1994
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850448/2019,"850448","2019",1.58000000,{0B14639F-706D-4757-9EF9-42512AEBBFE1},REQUERIMENTO DE LAVRA GARIMPEIRA,333 - REQ PLG/REQUERIMENTO LAVRA GARIMPEIRA PROTOC EM 27/06/2019,COOPERATIVA DE TRABALHO DE MINERADORES E GARIMPEI,MINÉRIO DE OURO,Industrial,PA,850.448/2019
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850334/2016,"850334","2016",10.52000000,{14E4CC29-0D23-4461-ADCD-483C93D0A399},REQUERIMENTO DE PESQUISA,122 - REQ PESQ/INDEFERIMENTO P/NÃO CUMPRIMENTO DE EXIGÊNCIA PUBL EM 10/02/2017,JOSIMAR DA ROCHA PEREIRA,MINÉRIO DE OURO,Industrial,PA,850.334/2016
291,"29801",Munduruku,Munduruk�,Jacareacanga,PA,2381795.776500000152737,Regularizada,Tradicionalmente ocupada,,COORDENACAO REGIONAL DE TAPAJOS,N�o,30202001927,COORDENACAO REGIONAL DE TAPAJOS,CR-TPJ,t,,"0",850457/2015,"850457","2015",30.24000000,{319F52F8-8A25-4592-AC7D-73BC669F9FF4},REQUERIMENTO DE LAVRA GARIMPEIRA,793 - REQ PLG/DOCUMENTO DIVERSO PROTOC EM 05/06/2018,Dalcy da Silva dos Reis,MINÉRIO DE OURO,Industrial,PA,850.457/2015
